Период,Сотрудник,Вид учета времени,Дни,Организация
08.01.2022,SEKU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,RUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,ACHU,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,MITA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,ALGA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,DMPI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,ANFO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,MABY,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,AKUR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,IVSI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,YEAV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,OLDO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,SAST,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,DESE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
08.01.2022,DMMO,Выходные дни,1.00,"ОП ""Кольская"""
08.01.2022,NISO,Выходные дни,1.00,"ОП ""Кольская"""
08.01.2022,MKRS,Выходные дни,1.00,"ОП ""Кольская"""
09.01.2022,AKOR,Выходные дни,1.00,"ОП ""Азов"""
09.01.2022,AIZA,Выходные дни,1.00,"ОП ""Астрахань"""
09.01.2022,ILKO,Выходные дни,1.00,"ОП ""Астрахань"""
09.01.2022,KOSK,Выходные дни,1.00,"ОП ""Астрахань"""
